t,x0,x1
4.495,-0.976465,-0.215676
4.4975,-0.977001,-0.213234
4.5,-0.977531,-0.210791
4.5025,-0.978055,-0.208347
4.505,-0.978573,-0.205901
4.5075,-0.979085,-0.203454
4.51,-0.97959,-0.201006
4.5125,-0.98009,-0.198556
4.515,-0.980583,-0.196105
4.5175,-0.98107,-0.193653
4.52,-0.981551,-0.1912
4.5225,-0.982026,-0.188745
4.525,-0.982495,-0.18629
4.5275,-0.982958,-0.183833
4.53,-0.983414,-0.181375
4.5325,-0.983864,-0.178916
4.535,-0.984309,-0.176455
4.5375,-0.984747,-0.173994
4.54,-0.985179,-0.171532
4.5425,-0.985604,-0.169068
4.545,-0.986024,-0.166604
4.5475,-0.986437,-0.164138
4.55,-0.986845,-0.161672
4.5525,-0.987246,-0.159204
4.555,-0.987641,-0.156735
4.5575,-0.988029,-0.154266
4.56,-0.988412,-0.151795
4.5625,-0.988788,-0.149324
4.565,-0.989159,-0.146851
4.5675,-0.989523,-0.144378
4.57,-0.98988,-0.141904
4.5725,-0.990232,-0.139428
4.575,-0.990578,-0.136952
4.5775,-0.990917,-0.134476
4.58,-0.99125,-0.131998
4.5825,-0.991577,-0.129519
4.585,-0.991898,-0.12704
4.5875,-0.992212,-0.12456
4.59,-0.99252,-0.122079
4.5925,-0.992823,-0.119597
4.595,-0.993118,-0.117115
4.5975,-0.993408,-0.114632
4.6,-0.993692,-0.112148
4.6025,-0.993969,-0.109663
4.605,-0.99424,-0.107178
4.6075,-0.994505,-0.104692
4.61,-0.994763,-0.102205
4.6125,-0.995016,-0.0997182
4.615,-0.995262,-0.0972303
4.6175,-0.995502,-0.0947419
4.62,-0.995736,-0.0922528
4.6225,-0.995963,-0.0897632
4.625,-0.996184,-0.087273
4.6275,-0.9964,-0.0847823
4.63,-0.996608,-0.082291
4.6325,-0.996811,-0.0797992
4.635,-0.997007,-0.0773069
4.6375,-0.997198,-0.0748142
4.64,-0.997381,-0.072321
4.6425,-0.997559,-0.0698273
4.645,-0.997731,-0.0673332
4.6475,-0.997896,-0.0648386
4.65,-0.998055,-0.0623437
4.6525,-0.998207,-0.0598483
4.655,-0.998354,-0.0573526
4.6575,-0.998494,-0.0548566
4.66,-0.998628,-0.0523602
4.6625,-0.998756,-0.0498634
4.665,-0.998878,-0.0473664
4.6675,-0.998993,-0.044869
4.67,-0.999102,-0.0423714
4.6725,-0.999205,-0.0398735
4.675,-0.999301,-0.0373754
4.6775,-0.999392,-0.034877
4.68,-0.999476,-0.0323784
4.6825,-0.999554,-0.0298797
4.685,-0.999625,-0.0273807
4.6875,-0.99969,-0.0248815
4.69,-0.999749,-0.0223822
4.6925,-0.999802,-0.0198828
4.695,-0.999849,-0.0173832
4.6975,-0.999889,-0.0148835
4.7,-0.999923,-0.0123838
4.7025,-0.999951,-0.00988392
4.705,-0.999973,-0.00738401
4.7075,-0.999988,-0.00488406
4.71,-0.999997,-0.00238407
4.7125,-1,0.000115928
4.715,-0.999997,0.00261593
4.7175,-0.999987,0.00511591
4.72,-0.999971,0.00761586
4.7225,-0.999949,0.0101158
4.725,-0.99992,0.0126156
4.7275,-0.999886,0.0151154
4.73,-0.999845,0.017615
4.7325,-0.999798,0.0201146
4.735,-0.999744,0.022614
4.7375,-0.999685,0.0251133
4.74,-0.999619,0.0276124
4.7425,-0.999547,0.0301114
4.745,-0.999468,0.0326102
4.7475,-0.999384,0.0351087
4.75,-0.999293,0.0376071
4.7525,-0.999195,0.0401052
4.755,-0.999092,0.0426031
4.7575,-0.998982,0.0451007
4.76,-0.998867,0.047598
4.7625,-0.998744,0.050095
4.765,-0.998616,0.0525917
4.7675,-0.998482,0.0550881
4.77,-0.998341,0.0575841
4.7725,-0.998194,0.0600798
4.775,-0.99804,0.0625751
4.7775,-0.997881,0.06507
4.78,-0.997715,0.0675645
4.7825,-0.997543,0.0700586
4.785,-0.997365,0.0725522
4.7875,-0.99718,0.0750454
4.79,-0.996989,0.0775381
4.7925,-0.996792,0.0800303
4.795,-0.996589,0.0825221
4.7975,-0.99638,0.0850133
4.8,-0.996164,0.087504
4.8025,-0.995942,0.0899941
4.805,-0.995714,0.0924837
4.8075,-0.99548,0.0949727
4.81,-0.995239,0.0974611
4.8125,-0.994993,0.0999489
4.815,-0.99474,0.102436
4.8175,-0.99448,0.104923
4.82,-0.994215,0.107408
4.8225,-0.993943,0.109894
4.825,-0.993666,0.112378
4.8275,-0.993381,0.114862
4.83,-0.993091,0.117345
4.8325,-0.992795,0.119827
4.835,-0.992492,0.122309
4.8375,-0.992183,0.12479
4.84,-0.991868,0.12727
4.8425,-0.991547,0.129749
4.845,-0.991219,0.132228
4.8475,-0.990886,0.134705
4.85,-0.990546,0.137182
4.8525,-0.9902,0.139658
4.855,-0.989848,0.142133
4.8575,-0.989489,0.144607
4.86,-0.989125,0.147081
4.8625,-0.988754,0.149553
4.865,-0.988377,0.152024
4.8675,-0.987994,0.154495
4.87,-0.987604,0.156964
4.8725,-0.987209,0.159433
4.875,-0.986807,0.1619
4.8775,-0.986399,0.164367
4.88,-0.985985,0.166832
4.8825,-0.985565,0.169297
4.885,-0.985139,0.17176
4.8875,-0.984706,0.174222
4.89,-0.984268,0.176684
4.8925,-0.983823,0.179144
4.895,-0.983372,0.181603
4.8975,-0.982915,0.184061
4.9,-0.982452,0.186517
4.9025,-0.981982,0.188973
4.905,-0.981507,0.191427
4.9075,-0.981025,0.19388
4.91,-0.980537,0.196332
4.9125,-0.980044,0.198783
4.915,-0.979543,0.201233
4.9175,-0.979037,0.203681
4.92,-0.978525,0.206128
4.9225,-0.978007,0.208573
4.925,-0.977482,0.211018
4.9275,-0.976952,0.213461
4.93,-0.976415,0.215903
4.9325,-0.975872,0.218343
4.935,-0.975323,0.220782
4.9375,-0.974768,0.22322
4.94,-0.974207,0.225656
4.9425,-0.97364,0.228091
4.945,-0.973067,0.230524
4.9475,-0.972487,0.232956
4.95,-0.971902,0.235386
4.9525,-0.97131,0.237815
4.955,-0.970713,0.240243
4.9575,-0.970109,0.242669
4.96,-0.969499,0.245094
4.9625,-0.968884,0.247517
4.965,-0.968262,0.249938
4.9675,-0.967634,0.252358
4.97,-0.967,0.254776
4.9725,-0.96636,0.257193
4.975,-0.965714,0.259608
4.9775,-0.965062,0.262021
4.98,-0.964404,0.264433
4.9825,-0.96374,0.266843
4.985,-0.96307,0.269252
4.9875,-0.962394,0.271659
4.99,-0.961711,0.274064
4.9925,-0.961023,0.276467
4.995,-0.960329,0.278869
4.9975,-0.959629,0.281269
5,-0.958923,0.283667
5.0025,-0.958211,0.286064
5.005,-0.957492,0.288458
5.0075,-0.956768,0.290851
5.01,-0.956038,0.293242
5.0125,-0.955302,0.295631
5.015,-0.95456,0.298019
5.0175,-0.953812,0.300404
5.02,-0.953058,0.302788
5.0225,-0.952298,0.305169
5.025,-0.951532,0.307549
5.0275,-0.95076,0.309927
5.03,-0.949983,0.312303
5.0325,-0.949199,0.314677
5.035,-0.948409,0.317049
5.0375,-0.947614,0.319419
5.04,-0.946812,0.321787
5.0425,-0.946005,0.324153
5.045,-0.945191,0.326517
5.0475,-0.944372,0.328879
5.05,-0.943547,0.331239
5.0525,-0.942716,0.333597
5.055,-0.941879,0.335952
5.0575,-0.941036,0.338306
5.06,-0.940187,0.340658
5.0625,-0.939333,0.343007
5.065,-0.938472,0.345354
5.0675,-0.937606,0.347699
5.07,-0.936734,0.350042
5.0725,-0.935856,0.352383
5.075,-0.934972,0.354722
5.0775,-0.934082,0.357058
5.08,-0.933187,0.359392
5.0825,-0.932285,0.361724
5.085,-0.931378,0.364053
5.0875,-0.930465,0.366381
5.09,-0.929546,0.368706
5.0925,-0.928621,0.371028
5.095,-0.927691,0.373349
5.0975,-0.926755,0.375667
5.1,-0.925813,0.377983
5.1025,-0.924865,0.380296
5.105,-0.923911,0.382607
5.1075,-0.922952,0.384916
5.11,-0.921987,0.387222
5.1125,-0.921016,0.389526
5.115,-0.920039,0.391827
5.1175,-0.919057,0.394126
5.12,-0.918068,0.396422
5.1225,-0.917074,0.398716
5.125,-0.916075,0.401007
5.1275,-0.915069,0.403296
5.13,-0.914058,0.405583
5.1325,-0.913041,0.407867
5.135,-0.912019,0.410148
5.1375,-0.910991,0.412427
5.14,-0.909957,0.414703
5.1425,-0.908917,0.416977
5.145,-0.907872,0.419248
5.1475,-0.906821,0.421516
5.15,-0.905764,0.423782
5.1525,-0.904702,0.426045
5.155,-0.903634,0.428305
5.1575,-0.902561,0.430563
5.16,-0.901481,0.432818
5.1625,-0.900396,0.43507
5.165,-0.899306,0.43732
5.1675,-0.89821,0.439567
5.17,-0.897108,0.441811
5.1725,-0.896001,0.444052
5.175,-0.894888,0.446291
5.1775,-0.893769,0.448527
5.18,-0.892645,0.45076
5.1825,-0.891516,0.45299
5.185,-0.89038,0.455217
5.1875,-0.889239,0.457442
5.19,-0.888093,0.459664
5.1925,-0.886941,0.461882
5.195,-0.885784,0.464098
5.1975,-0.884621,0.466311
5.2,-0.883452,0.468521
5.2025,-0.882278,0.470729
5.205,-0.881098,0.472933
5.2075,-0.879913,0.475134
5.21,-0.878723,0.477332
5.2125,-0.877527,0.479528
5.215,-0.876325,0.48172
5.2175,-0.875118,0.483909
5.22,-0.873906,0.486096
5.2225,-0.872688,0.488279
5.225,-0.871464,0.490459
5.2275,-0.870235,0.492636
5.23,-0.869001,0.49481
5.2325,-0.867761,0.496981
5.235,-0.866516,0.499149
5.2375,-0.865266,0.501314
5.24,-0.86401,0.503475
5.2425,-0.862748,0.505634
5.245,-0.861481,0.507789
5.2475,-0.860209,0.509941
5.25,-0.858932,0.51209
5.2525,-0.857649,0.514236
5.255,-0.856361,0.516378
5.2575,-0.855067,0.518518
5.26,-0.853768,0.520654
5.2625,-0.852464,0.522787
5.265,-0.851154,0.524916
5.2675,-0.849839,0.527042
5.27,-0.848519,0.529165
5.2725,-0.847193,0.531285
5.275,-0.845862,0.533401
5.2775,-0.844526,0.535514
5.28,-0.843185,0.537624
5.2825,-0.841838,0.53973
5.285,-0.840486,0.541833
5.2875,-0.839129,0.543933
5.29,-0.837766,0.546029
5.2925,-0.836399,0.548121
5.295,-0.835026,0.550211
5.2975,-0.833648,0.552297
5.3,-0.832264,0.554379
5.3025,-0.830876,0.556458
5.305,-0.829482,0.558533
5.3075,-0.828083,0.560605
5.31,-0.826679,0.562674
5.3125,-0.82527,0.564739
5.315,-0.823855,0.5668
5.3175,-0.822436,0.568858
5.32,-0.821011,0.570912
5.3225,-0.819581,0.572963
5.325,-0.818146,0.57501
5.3275,-0.816706,0.577054
5.33,-0.815261,0.579094
5.3325,-0.813811,0.58113
5.335,-0.812355,0.583163
5.3375,-0.810895,0.585192
5.34,-0.809429,0.587217
5.3425,-0.807959,0.589239
5.345,-0.806483,0.591257
5.3475,-0.805003,0.593271
5.35,-0.803517,0.595282
5.3525,-0.802026,0.597289
5.355,-0.80053,0.599292
5.3575,-0.79903,0.601292
5.36,-0.797524,0.603287
5.3625,-0.796013,0.605279
5.365,-0.794498,0.607267
5.3675,-0.792977,0.609252
5.37,-0.791451,0.611232
5.3725,-0.789921,0.613209
5.375,-0.788385,0.615182
5.3775,-0.786845,0.617151
5.38,-0.785299,0.619116
5.3825,-0.783749,0.621077
5.385,-0.782194,0.623035
5.3875,-0.780634,0.624988
5.39,-0.779069,0.626938
5.3925,-0.777499,0.628884
5.395,-0.775925,0.630826
5.3975,-0.774345,0.632763
5.4,-0.772761,0.634697
5.4025,-0.771172,0.636627
5.405,-0.769578,0.638553
5.4075,-0.767979,0.640475
5.41,-0.766375,0.642393
5.4125,-0.764767,0.644307
5.415,-0.763154,0.646217
5.4175,-0.761536,0.648123
5.42,-0.759913,0.650024
5.4225,-0.758286,0.651922
5.425,-0.756654,0.653816
5.4275,-0.755017,0.655706
5.43,-0.753375,0.657591
5.4325,-0.751729,0.659472
5.435,-0.750078,0.66135
5.4375,-0.748422,0.663223
5.44,-0.746762,0.665092
5.4425,-0.745097,0.666957
5.445,-0.743427,0.668817
5.4475,-0.741753,0.670674
5.45,-0.740074,0.672526
5.4525,-0.73839,0.674374
5.455,-0.736702,0.676218
5.4575,-0.735009,0.678058
5.46,-0.733311,0.679893
5.4625,-0.731609,0.681724
5.465,-0.729903,0.683551
5.4675,-0.728192,0.685374
5.47,-0.726476,0.687192
5.4725,-0.724756,0.689006
5.475,-0.723031,0.690816
5.4775,-0.721302,0.692621
5.48,-0.719568,0.694422
5.4825,-0.717829,0.696219
5.485,-0.716087,0.698011
5.4875,-0.714339,0.699799
5.49,-0.712588,0.701583
5.4925,-0.710831,0.703362
5.495,-0.709071,0.705137
5.4975,-0.707306,0.706908
5.5,-0.705536,0.708674
5.5025,-0.703762,0.710435
5.505,-0.701984,0.712193
5.5075,-0.700201,0.713945
5.51,-0.698414,0.715694
5.5125,-0.696623,0.717437
5.515,-0.694827,0.719177
5.5175,-0.693027,0.720912
5.52,-0.691223,0.722642
5.5225,-0.689414,0.724368
5.525,-0.687601,0.726089
5.5275,-0.685783,0.727806
5.53,-0.683962,0.729518
5.5325,-0.682136,0.731226
5.535,-0.680306,0.732929
5.5375,-0.678471,0.734627
5.54,-0.676632,0.736321
5.5425,-0.67479,0.73801
5.545,-0.672942,0.739695
5.5475,-0.671091,0.741375
5.55,-0.669236,0.74305
5.5525,-0.667376,0.744721
5.555,-0.665512,0.746387
5.5575,-0.663644,0.748049
5.56,-0.661772,0.749705
5.5625,-0.659895,0.751358
5.565,-0.658015,0.753005
5.5675,-0.65613,0.754648
5.57,-0.654242,0.756286
5.5725,-0.652349,0.757919
5.575,-0.650452,0.759547
5.5775,-0.648551,0.761171
5.58,-0.646646,0.76279
5.5825,-0.644737,0.764404
5.585,-0.642824,0.766014
5.5875,-0.640907,0.767618
5.59,-0.638986,0.769218
5.5925,-0.637061,0.770813
5.595,-0.635132,0.772404
5.5975,-0.633199,0.773989
5.6,-0.631262,0.77557
5.6025,-0.629321,0.777145
5.605,-0.627376,0.778716
5.6075,-0.625428,0.780282
5.61,-0.623475,0.781843
5.6125,-0.621518,0.7834
5.615,-0.619558,0.784951
5.6175,-0.617594,0.786497
5.62,-0.615625,0.788039
5.6225,-0.613653,0.789575
5.625,-0.611678,0.791107
5.6275,-0.609698,0.792634
5.63,-0.607714,0.794156
5.6325,-0.605727,0.795672
5.635,-0.603736,0.797184
5.6375,-0.601741,0.798691
5.64,-0.599743,0.800193
5.6425,-0.59774,0.80169
5.645,-0.595734,0.803182
5.6475,-0.593724,0.804669
5.65,-0.591711,0.80615
5.6525,-0.589694,0.807627
5.655,-0.587673,0.809099
5.6575,-0.585648,0.810565
5.66,-0.58362,0.812027
5.6625,-0.581588,0.813484
5.665,-0.579552,0.814935
5.6675,-0.577513,0.816381
5.67,-0.575471,0.817823
5.6725,-0.573424,0.819259
5.675,-0.571374,0.82069
5.6775,-0.569321,0.822116
5.68,-0.567264,0.823536
5.6825,-0.565203,0.824952
5.685,-0.563139,0.826362
5.6875,-0.561071,0.827768
5.69,-0.559,0.829168
5.6925,-0.556925,0.830563
5.695,-0.554847,0.831952
5.6975,-0.552766,0.833337
5.7,-0.550681,0.834716
5.7025,-0.548592,0.83609
5.705,-0.5465,0.837459
5.7075,-0.544405,0.838823
5.71,-0.542306,0.840181
5.7125,-0.540204,0.841534
5.715,-0.538098,0.842882
5.7175,-0.535989,0.844225
5.72,-0.533877,0.845562
5.7225,-0.531762,0.846894
5.725,-0.529643,0.848221
5.7275,-0.527521,0.849542
5.73,-0.525395,0.850858
5.7325,-0.523266,0.852169
5.735,-0.521134,0.853475
5.7375,-0.518999,0.854775
5.74,-0.51686,0.85607
5.7425,-0.514719,0.857359
5.745,-0.512574,0.858643
5.7475,-0.510425,0.859922
5.75,-0.508274,0.861195
5.7525,-0.506119,0.862463
5.755,-0.503962,0.863726
5.7575,-0.501801,0.864983
5.76,-0.499637,0.866235
5.7625,-0.49747,0.867481
5.765,-0.495299,0.868722
5.7675,-0.493126,0.869958
5.77,-0.490949,0.871188
5.7725,-0.48877,0.872413
5.775,-0.486587,0.873632
5.7775,-0.484402,0.874846
5.78,-0.482213,0.876054
5.7825,-0.480022,0.877257
5.785,-0.477827,0.878454
5.7875,-0.475629,0.879646
5.79,-0.473429,0.880832
5.7925,-0.471225,0.882013
5.795,-0.469019,0.883188
5.7975,-0.466809,0.884358
5.8,-0.464597,0.885522
5.8025,-0.462382,0.886681
5.805,-0.460163,0.887834
5.8075,-0.457942,0.888982
5.81,-0.455719,0.890124
5.8125,-0.453492,0.89126
5.815,-0.451262,0.892391
5.8175,-0.44903,0.893517
5.82,-0.446795,0.894637
5.8225,-0.444557,0.895751
5.825,-0.442316,0.896859
5.8275,-0.440072,0.897962
5.83,-0.437826,0.89906
5.8325,-0.435577,0.900151
5.835,-0.433325,0.901238
5.8375,-0.431071,0.902318
5.84,-0.428814,0.903393
5.8425,-0.426554,0.904462
5.845,-0.424291,0.905526
5.8475,-0.422026,0.906584
5.85,-0.419758,0.907636
5.8525,-0.417488,0.908682
5.855,-0.415215,0.909723
5.8575,-0.412939,0.910758
5.86,-0.410661,0.911788
5.8625,-0.408381,0.912812
5.865,-0.406097,0.91383
5.8675,-0.403811,0.914842
5.87,-0.401523,0.915849
5.8725,-0.399232,0.91685
5.875,-0.396939,0.917845
5.8775,-0.394643,0.918835
5.88,-0.392345,0.919818
5.8825,-0.390044,0.920796
5.885,-0.387741,0.921769
5.8875,-0.385435,0.922735
5.89,-0.383127,0.923696
5.8925,-0.380817,0.924651
5.895,-0.378504,0.9256
5.8975,-0.376189,0.926543
5.9,-0.373871,0.927481
5.9025,-0.371551,0.928413
5.905,-0.369229,0.929338
5.9075,-0.366904,0.930259
5.91,-0.364578,0.931173
5.9125,-0.362249,0.932082
5.915,-0.359917,0.932984
5.9175,-0.357584,0.933881
5.92,-0.355248,0.934772
5.9225,-0.35291,0.935657
5.925,-0.35057,0.936537
5.9275,-0.348227,0.93741
5.93,-0.345882,0.938278
5.9325,-0.343536,0.93914
5.935,-0.341187,0.939996
5.9375,-0.338836,0.940846
5.94,-0.336483,0.94169
5.9425,-0.334127,0.942528
5.945,-0.33177,0.94336
5.9475,-0.32941,0.944187
5.95,-0.327049,0.945007
5.9525,-0.324685,0.945822
5.955,-0.32232,0.946631
5.9575,-0.319952,0.947434
5.96,-0.317583,0.948231
5.9625,-0.315211,0.949022
5.965,-0.312838,0.949807
5.9675,-0.310462,0.950586
5.97,-0.308085,0.951359
5.9725,-0.305705,0.952126
5.975,-0.303324,0.952887
5.9775,-0.300941,0.953643
5.98,-0.298556,0.954392
5.9825,-0.296169,0.955136
5.985,-0.29378,0.955873
5.9875,-0.29139,0.956605
5.99,-0.288997,0.95733
5.9925,-0.286603,0.958049
5.995,-0.284207,0.958763
5.9975,-0.281809,0.959471
6,-0.27941,0.960172
6.0025,-0.277008,0.960868
6.005,-0.274605,0.961557
6.0075,-0.2722,0.962241
6.01,-0.269794,0.962918
6.0125,-0.267386,0.96359
6.015,-0.264976,0.964255
6.0175,-0.262565,0.964914
6.02,-0.260151,0.965568
6.0225,-0.257737,0.966215
6.025,-0.25532,0.966857
6.0275,-0.252902,0.967492
6.03,-0.250483,0.968121
6.0325,-0.248062,0.968744
6.035,-0.245639,0.969361
6.0375,-0.243215,0.969972
6.04,-0.240789,0.970577
6.0425,-0.238362,0.971176
6.045,-0.235933,0.971769
6.0475,-0.233503,0.972356
6.05,-0.231072,0.972937
6.0525,-0.228639,0.973511
6.055,-0.226204,0.97408
6.0575,-0.223768,0.974642
6.06,-0.221331,0.975199
6.0625,-0.218892,0.975749
6.065,-0.216452,0.976293
6.0675,-0.214011,0.976831
6.07,-0.211568,0.977363
6.0725,-0.209124,0.977889
6.075,-0.206679,0.978409
6.0775,-0.204232,0.978923
6.08,-0.201784,0.97943
6.0825,-0.199335,0.979931
6.085,-0.196884,0.980427
6.0875,-0.194433,0.980916
6.09,-0.19198,0.981399
6.0925,-0.189526,0.981876
6.095,-0.18707,0.982347
6.0975,-0.184614,0.982811
6.1,-0.182156,0.98327
6.1025,-0.179698,0.983722
6.105,-0.177238,0.984168
6.1075,-0.174777,0.984608
6.11,-0.172315,0.985042
6.1125,-0.169851,0.98547
6.115,-0.167387,0.985891
6.1175,-0.164922,0.986307
6.12,-0.162456,0.986716
6.1225,-0.159988,0.987119
6.125,-0.15752,0.987516
6.1275,-0.155051,0.987907
6.13,-0.152581,0.988291
6.1325,-0.150109,0.988669
6.135,-0.147637,0.989042
6.1375,-0.145164,0.989408
6.14,-0.14269,0.989767
6.1425,-0.140215,0.990121
6.145,-0.13774,0.990468
6.1475,-0.135263,0.99081
6.15,-0.132786,0.991145
6.1525,-0.130307,0.991474
6.155,-0.127828,0.991796
6.1575,-0.125348,0.992113
6.16,-0.122868,0.992423
6.1625,-0.120386,0.992727
6.165,-0.117904,0.993025
6.1675,-0.115421,0.993317
6.17,-0.112937,0.993602
6.1725,-0.110453,0.993881
6.175,-0.107968,0.994154
6.1775,-0.105482,0.994421
6.18,-0.102996,0.994682
6.1825,-0.100509,0.994936
6.185,-0.0980212,0.995184
6.1875,-0.0955329,0.995426
6.19,-0.0930441,0.995662
6.1925,-0.0905546,0.995892
6.195,-0.0880646,0.996115
6.1975,-0.0855741,0.996332
6.2,-0.083083,0.996543
6.2025,-0.0805914,0.996747
6.205,-0.0780992,0.996946
6.2075,-0.0756066,0.997138
6.21,-0.0731135,0.997324
6.2125,-0.07062,0.997503
6.215,-0.068126,0.997677
6.2175,-0.0656316,0.997844
6.22,-0.0631368,0.998005
6.2225,-0.0606416,0.99816
6.225,-0.058146,0.998308
6.2275,-0.0556501,0.99845
6.23,-0.0531538,0.998586
6.2325,-0.0506571,0.998716
6.235,-0.0481602,0.99884
6.2375,-0.0456629,0.998957
6.24,-0.0431654,0.999068
6.2425,-0.0406676,0.999173
6.245,-0.0381695,0.999271
6.2475,-0.0356712,0.999364
6.25,-0.0331727,0.99945
6.2525,-0.030674,0.999529
6.255,-0.0281751,0.999603
6.2575,-0.025676,0.99967
6.26,-0.0231767,0.999731
6.2625,-0.0206773,0.999786
6.265,-0.0181778,0.999835
6.2675,-0.0156781,0.999877
6.27,-0.0131784,0.999913
6.2725,-0.0106786,0.999943
6.275,-0.00817868,0.999967
6.2775,-0.00567874,0.999984
6.28,-0.00317876,0.999995
6.2825,-0.000678763,1
6.285,0.00182124,0.999998
6.2875,0.00432123,0.999991
6.29,0.00682119,0.999977
6.2925,0.00932111,0.999957
6.295,0.011821,0.99993
6.2975,0.0143208,0.999897
6.3,0.0168205,0.999859
6.3025,0.0193201,0.999813
6.305,0.0218195,0.999762
6.3075,0.0243189,0.999704
6.31,0.0268181,0.99964
6.3125,0.0293171,0.99957
6.315,0.0318159,0.999494
6.3175,0.0343145,0.999411
6.32,0.036813,0.999322
6.3225,0.0393111,0.999227
6.325,0.0418091,0.999126
6.3275,0.0443068,0.999018
6.33,0.0468042,0.998904
6.3325,0.0493013,0.998784
6.335,0.0517981,0.998658
6.3375,0.0542946,0.998525
6.34,0.0567907,0.998386
6.3425,0.0592865,0.998241
6.345,0.0617819,0.99809
6.3475,0.064277,0.997932
6.35,0.0667716,0.997768
6.3525,0.0692658,0.997598
6.355,0.0717596,0.997422
6.3575,0.0742529,0.997239
6.36,0.0767458,0.997051
6.3625,0.0792382,0.996856
6.365,0.0817301,0.996655
6.3675,0.0842214,0.996447
6.37,0.0867123,0.996233
6.3725,0.0892026,0.996014
6.375,0.0916924,0.995787
6.3775,0.0941815,0.995555
6.38,0.0966701,0.995316
6.3825,0.0991581,0.995072
6.385,0.101645,0.994821
6.3875,0.104132,0.994563
6.39,0.106618,0.9943
6.3925,0.109104,0.99403
6.395,0.111588,0.993755
6.3975,0.114073,0.993472
6.4,0.116556,0.993184
6.4025,0.119038,0.99289
6.405,0.12152,0.992589
6.4075,0.124001,0.992282
6.41,0.126482,0.991969
6.4125,0.128961,0.99165
6.415,0.13144,0.991324
6.4175,0.133918,0.990992
6.42,0.136395,0.990655
6.4225,0.138871,0.99031
6.425,0.141346,0.98996
6.4275,0.143821,0.989604
6.43,0.146294,0.989241
6.4325,0.148767,0.988872
6.435,0.151239,0.988497
6.4375,0.15371,0.988116
6.44,0.156179,0.987729
6.4425,0.158648,0.987335
6.445,0.161116,0.986935
6.4475,0.163583,0.98653
6.45,0.166049,0.986118
6.4525,0.168514,0.985699
6.455,0.170977,0.985275
6.4575,0.17344,0.984844
6.46,0.175901,0.984408
6.4625,0.178362,0.983965
6.465,0.180821,0.983516
6.4675,0.18328,0.983061
6.47,0.185737,0.9826
6.4725,0.188193,0.982132
6.475,0.190647,0.981659
6.4775,0.193101,0.981179
6.48,0.195553,0.980693
6.4825,0.198004,0.980201
6.485,0.200454,0.979703
6.4875,0.202903,0.979199
6.49,0.20535,0.978689
6.4925,0.207796,0.978172
6.495,0.210241,0.97765
6.4975,0.212684,0.977121
6.5,0.215127,0.976586
6.5025,0.217567,0.976045
6.505,0.220007,0.975498
6.5075,0.222445,0.974945
6.51,0.224882,0.974386
6.5125,0.227317,0.973821
6.515,0.229751,0.97325
6.5175,0.232183,0.972672
6.52,0.234614,0.972089
6.5225,0.237044,0.971499
6.525,0.239472,0.970903
6.5275,0.241898,0.970302
6.53,0.244323,0.969694
6.5325,0.246746,0.96908
6.535,0.249168,0.96846
6.5375,0.251589,0.967834
6.54,0.254008,0.967202
6.5425,0.256425,0.966564
6.545,0.25884,0.96592
6.5475,0.261254,0.96527
6.55,0.263667,0.964614
6.5525,0.266077,0.963952
6.555,0.268487,0.963283
6.5575,0.270894,0.962609
6.56,0.2733,0.961929
6.5625,0.275704,0.961243
6.565,0.278106,0.96055
6.5675,0.280506,0.959852
6.57,0.282905,0.959148
6.5725,0.285302,0.958438
6.575,0.287697,0.957721
6.5775,0.290091,0.956999
6.58,0.292482,0.956271
6.5825,0.294872,0.955537
6.585,0.29726,0.954797
6.5875,0.299646,0.95405
6.59,0.30203,0.953298
6.5925,0.304412,0.95254
6.595,0.306793,0.951776
6.5975,0.309171,0.951006
6.6,0.311548,0.95023
6.6025,0.313923,0.949449
6.605,0.316295,0.948661
6.6075,0.318666,0.947867
6.61,0.321034,0.947068
6.6125,0.323401,0.946262
6.615,0.325766,0.945451
6.6175,0.328128,0.944633
6.62,0.330489,0.94381
6.6225,0.332847,0.942981
6.625,0.335204,0.942146
6.6275,0.337558,0.941305
6.63,0.33991,0.940458
6.6325,0.34226,0.939605
6.635,0.344608,0.938747
6.6375,0.346954,0.937882
6.64,0.349298,0.937012
6.6425,0.351639,0.936136
6.645,0.353978,0.935254
6.6475,0.356316,0.934366
6.65,0.35865,0.933472
6.6525,0.360983,0.932572
6.655,0.363313,0.931667
6.6575,0.365641,0.930756
6.66,0.367967,0.929839
6.6625,0.37029,0.928916
6.665,0.372612,0.927987
6.6675,0.37493,0.927053
6.67,0.377247,0.926113
6.6725,0.379561,0.925167
6.675,0.381873,0.924215
6.6775,0.384182,0.923257
6.68,0.386489,0.922294
6.6825,0.388793,0.921325
6.685,0.391096,0.92035
6.6875,0.393395,0.919369
6.69,0.395692,0.918383
6.6925,0.397987,0.917391
6.695,0.400279,0.916393
6.6975,0.402569,0.91539
6.7,0.404856,0.91438
6.7025,0.407141,0.913365
6.705,0.409423,0.912345
6.7075,0.411703,0.911318
6.71,0.41398,0.910286
6.7125,0.416254,0.909248
6.715,0.418526,0.908205
6.7175,0.420795,0.907156
6.72,0.423062,0.906101
6.7225,0.425326,0.90504
6.725,0.427587,0.903974
6.7275,0.429846,0.902902
6.73,0.432101,0.901825
6.7325,0.434355,0.900742
6.735,0.436605,0.899653
6.7375,0.438853,0.898559
6.74,0.441098,0.897459
6.7425,0.44334,0.896353
